star_id,star_name,star_type,constellation_id,right_ascension,declination,apparent_magnitude,spectral_type,distance_mly,temperature_k,added_by,verified_by
290,Star-00290,M Dwarf,370,290.331,-86.732,1.729,G,49.149,5634.0,76.0,103.0
291,Star-00291,Giant,123,317.658,-25.245,1.369,K,10.333,4505.0,8.0,105.0
292,Star-00292,Main Sequence,255,62.191,-42.748,0.088,G,16.306,5532.0,27.0,103.0
293,Star-00293,Main Sequence,16,350.624,-61.052,0.61,K,4.511,4407.0,84.0,107.0
294,Star-00294,Main Sequence,286,91.354,-54.734,0.0,M,10.193,2920.0,4.0,99.0
295,Star-00295,Main Sequence,166,189.915,59.812,0.283,K,24.531,4472.0,33.0,108.0
296,Star-00296,Main Sequence,65,133.496,-73.715,0.0,B,2.405,22943.0,74.0,104.0
297,Star-00297,Giant,84,330.43,-35.687,0.399,G,3.689,5577.0,64.0,118.0
298,Star-00298,Main Sequence,95,157.94,-59.425,0.0,M,62.05,3349.0,37.0,113.0
299,Star-00299,M Dwarf,253,137.827,-6.309,3.342,M,564.923,3083.0,87.0,102.0
300,Star-00300,Main Sequence,2,201.755,11.766,0.478,G,92.815,5779.0,52.0,118.0
301,Star-00301,Main Sequence,34,118.422,25.534,0.918,F,121.702,7346.0,12.0,102.0
302,Star-00302,Main Sequence,180,270.499,-72.887,0.6,F,7.939,6753.0,82.0,114.0
303,Star-00303,Main Sequence,99,254.978,-68.623,0.063,K,1.452,4326.0,20.0,110.0
304,Star-00304,Giant,255,89.534,-46.131,1.385,G,17.035,5894.0,23.0,115.0
305,Star-00305,Main Sequence,101,284.82,88.053,0.832,M,56.733,3106.0,48.0,106.0
306,Star-00306,White Dwarf,354,257.057,76.786,0.043,K,14.927,4110.0,52.0,107.0
307,Star-00307,Main Sequence,16,20.314,-50.263,0.0,G,3.883,5495.0,86.0,104.0
308,Star-00308,Main Sequence,379,190.577,31.628,1.25,K,45.161,4474.0,71.0,107.0
309,Star-00309,Main Sequence,342,88.041,-85.395,1.016,M,11.634,3144.0,91.0,98.0
310,Star-00310,Main Sequence,326,330.501,-61.562,1.811,K,241.018,4063.0,24.0,116.0
311,Star-00311,Giant,303,301.353,72.837,5.16,K,853.52,4137.0,43.0,101.0
312,Star-00312,Main Sequence,341,17.347,67.331,0.075,G,3.587,5756.0,19.0,103.0
313,Star-00313,Main Sequence,118,140.857,-7.542,0.322,K,8.46,4439.0,82.0,107.0
314,Star-00314,Main Sequence,44,224.004,73.464,2.547,K,505.525,4519.0,82.0,102.0
315,Star-00315,Main Sequence,236,320.085,-6.209,1.643,G,387.022,5461.0,28.0,119.0
316,Star-00316,Main Sequence,368,357.519,-85.075,1.896,G,200.643,5718.0,51.0,103.0
317,Star-00317,Giant,64,146.453,63.978,4.997,K,564.059,4346.0,77.0,119.0
318,Star-00318,White Dwarf,274,115.816,-79.014,0.968,K,28.041,4760.0,18.0,117.0
319,Star-00319,Neutron Star,372,331.778,-29.479,0.235,K,4.434,3830.0,43.0,120.0
320,Star-00320,Main Sequence,18,178.609,5.828,0.924,G,121.142,5739.0,77.0,108.0
321,Star-00321,Giant,252,173.883,-4.85,2.795,M,367.302,3256.0,24.0,116.0
322,Star-00322,Main Sequence,306,279.686,34.355,1.455,M,62.294,2877.0,56.0,115.0
323,Star-00323,Main Sequence,116,70.566,7.815,0.449,M,3.061,3391.0,28.0,106.0
324,Star-00324,Neutron Star,202,143.447,16.006,0.388,M,24.923,2994.0,58.0,116.0
325,Star-00325,Main Sequence,150,82.407,5.66,2.605,K,160.635,4086.0,39.0,107.0
326,Star-00326,Main Sequence,119,182.571,-30.489,0.745,K,17.065,4145.0,78.0,112.0
327,Star-00327,Main Sequence,375,247.806,34.841,3.466,K,405.875,5101.0,62.0,105.0
328,Star-00328,Giant,343,201.681,-11.799,0.0,O,11.221,35825.0,39.0,110.0
329,Star-00329,M Dwarf,261,341.039,-50.553,0.79,G,94.403,5534.0,16.0,120.0
330,Star-00330,Giant,132,287.528,61.697,0.871,K,15.749,4468.0,49.0,112.0
331,Star-00331,Giant,347,9.42,32.627,0.0,B,19.59,17705.0,20.0,104.0
332,Star-00332,Main Sequence,154,220.647,-1.667,0.193,M,5.272,3105.0,56.0,113.0
333,Star-00333,White Dwarf,158,68.487,-44.704,0.377,A,4.24,8596.0,28.0,120.0
334,Star-00334,Main Sequence,287,358.054,78.471,0.802,M,6.563,3130.0,13.0,103.0
335,Star-00335,Main Sequence,224,357.717,-45.942,0.101,G,4.49,5558.0,37.0,117.0
336,Star-00336,Main Sequence,243,213.498,77.103,0.661,M,57.207,2911.0,35.0,114.0
337,Star-00337,White Dwarf,224,134.066,71.448,0.267,G,3.603,5652.0,71.0,115.0
338,Star-00338,Neutron Star,344,268.756,-67.402,1.282,G,154.884,5504.0,57.0,101.0
339,Star-00339,Main Sequence,333,55.706,-16.677,0.8,A,86.994,8663.0,64.0,113.0
340,Star-00340,Main Sequence,340,165.394,87.393,0.876,G,51.903,5573.0,58.0,100.0
341,Star-00341,Main Sequence,33,225.839,17.861,0.0,K,6.817,4232.0,82.0,97.0
342,Star-00342,White Dwarf,381,97.974,22.929,0.823,G,12.282,5712.0,23.0,120.0
343,Star-00343,Main Sequence,231,206.612,-34.609,0.094,K,6.859,4426.0,82.0,101.0
344,Star-00344,Giant,395,131.189,-59.539,0.346,F,4.175,6718.0,30.0,118.0
345,Star-00345,Main Sequence,235,72.729,-16.118,0.825,K,14.34,4279.0,54.0,118.0
346,Star-00346,Main Sequence,176,293.305,-57.392,0.986,K,146.882,4309.0,96.0,117.0
347,Star-00347,Main Sequence,56,112.295,-80.955,0.687,M,13.8,3229.0,51.0,105.0
348,Star-00348,Main Sequence,195,220.395,-61.29,1.396,G,10.865,5622.0,30.0,119.0
349,Star-00349,Main Sequence,199,263.334,68.809,0.0,B,16.25,21825.0,78.0,116.0
350,Star-00350,Main Sequence,90,136.384,-34.193,1.203,M,152.429,2797.0,29.0,120.0
351,Star-00351,Main Sequence,85,25.157,35.144,1.128,K,2.571,4362.0,18.0,120.0
352,Star-00352,Main Sequence,85,315.897,38.798,1.197,M,2.436,2803.0,28.0,112.0
353,Star-00353,Main Sequence,22,268.628,-44.504,3.064,G,412.391,5570.0,58.0,106.0
354,Star-00354,Main Sequence,217,47.543,11.284,6.265,G,925.275,5769.0,38.0,103.0
355,Star-00355,Giant,231,33.425,-81.964,0.0,K,7.48,4383.0,65.0,101.0
356,Star-00356,White Dwarf,23,10.052,-68.639,1.321,F,13.975,7083.0,94.0,104.0
357,Star-00357,M Dwarf,371,128.213,-70.909,1.963,F,318.697,6821.0,9.0,108.0
358,Star-00358,Giant,232,266.763,39.743,0.216,M,22.012,3294.0,20.0,114.0
359,Star-00359,White Dwarf,225,103.336,71.169,3.996,K,494.655,5021.0,45.0,117.0
360,Star-00360,Main Sequence,293,176.697,-70.369,0.165,F,18.485,6407.0,93.0,106.0
361,Star-00361,Main Sequence,302,357.241,-51.241,0.081,F,2.874,7000.0,77.0,101.0
362,Star-00362,Main Sequence,348,100.092,-38.549,0.807,M,56.632,3175.0,26.0,105.0
363,Star-00363,Main Sequence,260,142.247,-40.316,0.0,F,4.267,6942.0,22.0,118.0
364,Star-00364,Main Sequence,294,147.965,-88.84,1.335,G,180.965,5600.0,26.0,114.0
365,Star-00365,Main Sequence,188,110.209,-77.73,3.656,K,603.897,5062.0,20.0,113.0
366,Star-00366,Main Sequence,288,125.097,10.963,0.36,M,1.706,3287.0,3.0,100.0
367,Star-00367,Main Sequence,79,7.04,-59.044,0.441,G,33.875,5454.0,26.0,100.0
368,Star-00368,Main Sequence,53,12.803,8.134,0.685,G,177.547,5473.0,54.0,105.0
369,Star-00369,White Dwarf,378,289.961,26.012,1.243,G,5.763,5596.0,14.0,112.0
370,Star-00370,Main Sequence,118,235.068,-89.265,0.27,M,7.609,2965.0,88.0,103.0
371,Star-00371,Main Sequence,369,214.192,-27.628,0.243,G,25.936,5364.0,20.0,100.0
372,Star-00372,Main Sequence,376,157.994,-34.02,5.563,K,998.728,4433.0,57.0,112.0
373,Star-00373,Main Sequence,15,347.069,74.786,4.511,K,652.683,4550.0,87.0,106.0
374,Star-00374,Main Sequence,316,324.004,24.668,3.392,M,625.95,3178.0,75.0,120.0
375,Star-00375,White Dwarf,109,317.452,-87.999,0.398,K,1.172,4926.0,57.0,117.0
376,Star-00376,Main Sequence,88,187.715,65.357,1.157,M,88.516,3293.0,71.0,108.0
377,Star-00377,M Dwarf,193,230.063,-17.206,1.43,K,90.638,4495.0,44.0,99.0
378,Star-00378,Main Sequence,96,97.197,-2.835,0.238,G,30.74,5553.0,86.0,103.0
379,Star-00379,Main Sequence,53,52.56,63.828,0.844,M,173.176,3252.0,90.0,119.0
380,Star-00380,Main Sequence,171,41.779,43.877,0.836,G,6.33,5436.0,91.0,98.0
381,Star-00381,White Dwarf,237,3.151,58.924,0.951,F,20.949,6709.0,92.0,101.0
382,Star-00382,Main Sequence,16,92.668,3.08,1.032,K,3.757,4189.0,39.0,100.0
383,Star-00383,Main Sequence,308,351.606,63.41,0.986,M,1.953,2801.0,56.0,107.0
384,Star-00384,Main Sequence,237,127.542,-45.695,0.03,F,20.01,6657.0,33.0,112.0
385,Star-00385,M Dwarf,230,100.756,69.661,0.0,B,0.784,20620.0,25.0,105.0
386,Star-00386,Main Sequence,295,85.129,26.601,0.559,K,6.885,4967.0,53.0,113.0
387,Star-00387,Main Sequence,348,135.659,-88.464,0.372,K,49.636,4827.0,69.0,112.0
388,Star-00388,Giant,194,334.199,18.04,0.0,O,56.124,43568.0,20.0,116.0
389,Star-00389,White Dwarf,184,20.054,17.744,0.529,G,82.114,5552.0,20.0,102.0
390,Star-00390,Main Sequence,236,214.691,35.074,2.571,G,387.33,5569.0,73.0,120.0
391,Star-00391,M Dwarf,377,230.876,69.412,1.274,K,10.581,4163.0,25.0,107.0
392,Star-00392,Main Sequence,245,170.368,5.01,1.56,G,182.79,5512.0,85.0,105.0
393,Star-00393,Main Sequence,105,158.03,-38.349,2.301,A,372.926,9065.0,40.0,102.0
394,Star-00394,Main Sequence,390,141.012,61.396,0.619,F,4.852,6848.0,15.0,109.0
395,Star-00395,Main Sequence,64,270.308,60.884,3.102,K,570.67,4378.0,16.0,107.0
396,Star-00396,Main Sequence,49,179.174,-58.6,1.476,M,11.265,3592.0,1.0,112.0
397,Star-00397,Main Sequence,269,329.451,54.026,1.466,F,171.619,6835.0,58.0,102.0
398,Star-00398,Main Sequence,375,356.599,-87.302,2.905,M,337.293,2725.0,51.0,108.0
399,Star-00399,Main Sequence,186,110.004,-43.192,0.803,K,52.754,4593.0,65.0,119.0
400,Star-00400,Main Sequence,385,39.096,-82.8,5.816,F,876.752,6540.0,50.0,108.0
401,Star-00401,White Dwarf,64,197.895,-84.608,2.64,M,549.024,3182.0,64.0,118.0
402,Star-00402,Main Sequence,206,178.313,71.095,0.782,G,16.694,5736.0,76.0,117.0
403,Star-00403,Main Sequence,269,213.099,60.263,0.849,G,169.344,5728.0,19.0,116.0
404,Star-00404,Main Sequence,91,285.999,-85.872,0.513,M,3.892,2877.0,71.0,98.0
405,Star-00405,Main Sequence,44,130.995,52.622,2.996,B,507.682,17850.0,34.0,115.0
406,Star-00406,Main Sequence,67,286.287,-56.159,1.03,F,236.893,6298.0,74.0,105.0
407,Star-00407,Main Sequence,255,246.537,71.622,1.268,M,16.153,2772.0,59.0,114.0
408,Star-00408,Main Sequence,150,329.983,14.503,2.154,K,164.807,3700.0,27.0,104.0
409,Star-00409,Main Sequence,4,57.511,79.697,1.714,K,57.479,3926.0,96.0,109.0
410,Star-00410,Main Sequence,24,251.374,63.498,4.694,G,825.332,5485.0,41.0,104.0
411,Star-00411,Main Sequence,268,91.345,-38.85,0.549,F,81.209,6900.0,67.0,106.0
412,Star-00412,Main Sequence,231,137.911,-5.399,0.355,K,7.533,4448.0,4.0,104.0
413,Star-00413,Giant,346,55.567,62.779,3.104,A,490.902,8447.0,14.0,100.0
414,Star-00414,M Dwarf,76,71.179,20.288,2.729,A,254.457,8915.0,95.0,103.0
415,Star-00415,Main Sequence,22,349.952,66.735,2.856,M,462.717,2723.0,42.0,108.0
416,Star-00416,Giant,271,282.004,-30.53,2.838,G,449.031,5578.0,3.0,112.0
417,Star-00417,Main Sequence,304,22.186,-61.066,0.579,M,54.52,2970.0,41.0,113.0
418,Star-00418,Main Sequence,109,121.171,71.839,0.472,M,0.785,2840.0,57.0,101.0
419,Star-00419,Main Sequence,91,4.594,-61.307,0.148,G,4.178,5622.0,39.0,119.0
420,Star-00420,Main Sequence,224,144.763,20.21,0.709,G,4.346,5868.0,41.0,111.0
421,Star-00421,Main Sequence,208,318.515,-29.887,1.161,M,26.24,3078.0,66.0,117.0
422,Star-00422,Main Sequence,264,285.448,-35.003,2.377,F,451.404,6437.0,45.0,112.0
423,Star-00423,White Dwarf,5,127.223,-47.757,3.546,B,671.412,14524.0,30.0,99.0
424,Star-00424,Supergiant,2,187.263,17.123,0.802,G,103.39,5516.0,46.0,111.0
425,Star-00425,Main Sequence,18,351.646,-67.839,1.011,K,125.856,4127.0,76.0,107.0
426,Star-00426,Main Sequence,196,329.897,-46.149,0.0,B,3.027,26097.0,75.0,109.0
427,Star-00427,Main Sequence,128,333.608,-54.983,0.0,G,2.509,5587.0,26.0,117.0
428,Star-00428,Main Sequence,284,100.028,-53.884,5.677,G,940.259,5462.0,53.0,116.0
429,Star-00429,Main Sequence,309,86.754,88.491,1.355,K,183.455,4535.0,89.0,108.0
430,Star-00430,Main Sequence,17,157.858,-64.705,0.0,O,28.767,37687.0,4.0,114.0
431,Star-00431,Main Sequence,381,176.875,80.523,1.5,M,13.624,2758.0,22.0,102.0
432,Star-00432,Main Sequence,291,52.16,-86.533,0.0,M,55.027,2911.0,31.0,101.0
433,Star-00433,Main Sequence,267,193.1,-12.825,0.603,M,54.392,2849.0,89.0,112.0
434,Star-00434,Main Sequence,346,187.766,-73.756,3.349,G,499.524,5413.0,74.0,102.0
435,Star-00435,Main Sequence,376,76.478,-26.64,6.096,M,936.972,2885.0,42.0,105.0
436,Star-00436,M Dwarf,358,179.124,83.913,0.445,G,2.688,5469.0,53.0,117.0
437,Star-00437,Main Sequence,130,276.839,-28.873,0.0,G,50.92,5717.0,32.0,103.0
438,Star-00438,Main Sequence,211,337.89,3.782,0.665,K,12.922,4622.0,47.0,98.0
439,Star-00439,Main Sequence,332,121.698,76.017,0.881,F,133.905,6827.0,63.0,110.0
440,Star-00440,M Dwarf,143,153.829,74.476,0.592,M,1.889,3173.0,40.0,114.0
441,Star-00441,Main Sequence,191,287.577,-5.027,0.135,A,6.693,8455.0,37.0,102.0
442,Star-00442,Main Sequence,130,162.85,65.995,0.159,M,53.888,3541.0,62.0,116.0
443,Star-00443,Main Sequence,325,226.915,37.327,0.716,M,132.569,2648.0,62.0,104.0
444,Star-00444,Main Sequence,317,156.94,-16.771,0.0,K,27.377,4512.0,87.0,115.0
445,Star-00445,Main Sequence,300,31.144,-13.464,0.515,K,4.073,4359.0,61.0,105.0
446,Star-00446,M Dwarf,278,137.234,-18.697,0.0,A,12.87,8416.0,85.0,113.0
447,Star-00447,M Dwarf,99,70.466,-20.7,1.142,G,2.074,5278.0,27.0,114.0
448,Star-00448,Giant,208,181.514,59.213,1.098,F,28.155,6966.0,53.0,110.0
449,Star-00449,Main Sequence,263,273.877,33.293,0.286,G,42.902,5345.0,89.0,98.0
450,Star-00450,Main Sequence,169,296.831,52.836,2.231,K,368.865,4272.0,73.0,100.0
451,Star-00451,White Dwarf,101,247.391,-54.356,1.479,M,64.884,3136.0,13.0,116.0
452,Star-00452,Main Sequence,338,178.728,66.091,0.445,K,7.985,4133.0,92.0,98.0
453,Star-00453,Main Sequence,190,324.49,43.537,0.315,K,1.092,4641.0,66.0,102.0
454,Star-00454,White Dwarf,328,332.128,89.284,0.0,B,5.657,17482.0,23.0,99.0
455,Star-00455,Main Sequence,25,240.179,81.416,0.133,K,8.037,4366.0,5.0,115.0
456,Star-00456,Main Sequence,22,138.347,53.765,4.033,M,499.066,3534.0,34.0,107.0
457,Star-00457,Main Sequence,324,30.685,-30.208,0.0,F,7.405,6688.0,16.0,116.0
458,Star-00458,White Dwarf,251,313.571,22.29,0.488,F,85.046,6803.0,67.0,104.0
459,Star-00459,Main Sequence,140,84.247,3.748,1.154,M,9.33,2750.0,62.0,108.0
460,Star-00460,Main Sequence,125,129.891,-59.263,0.559,K,57.445,4676.0,44.0,110.0
461,Star-00461,Main Sequence,182,109.675,5.209,0.547,K,268.765,4265.0,87.0,110.0
462,Star-00462,Giant,180,145.94,21.262,0.0,K,6.822,4310.0,36.0,108.0
463,Star-00463,White Dwarf,396,74.032,64.072,0.218,G,26.433,5532.0,4.0,107.0
464,Star-00464,M Dwarf,90,332.222,33.534,1.316,G,183.503,5577.0,57.0,102.0
465,Star-00465,Main Sequence,74,91.565,40.072,0.0,G,1.749,5621.0,85.0,105.0
466,Star-00466,Main Sequence,202,214.921,50.385,0.745,G,22.124,5519.0,3.0,109.0
467,Star-00467,White Dwarf,79,193.31,87.272,0.101,A,36.334,9411.0,79.0,98.0
468,Star-00468,Giant,309,104.756,9.118,0.721,A,163.172,9118.0,7.0,117.0
469,Star-00469,Main Sequence,129,188.418,16.713,0.295,G,4.654,5707.0,9.0,100.0
470,Star-00470,Main Sequence,56,175.269,54.661,0.0,B,12.787,21069.0,64.0,115.0
471,Star-00471,Main Sequence,81,86.003,-48.895,0.938,A,26.565,8113.0,17.0,110.0
472,Star-00472,Giant,382,244.582,77.102,0.789,G,62.276,5707.0,14.0,114.0
473,Star-00473,Giant,170,218.065,-18.266,1.301,G,137.569,5411.0,64.0,119.0
474,Star-00474,White Dwarf,325,163.074,-67.401,2.303,G,142.198,5680.0,9.0,104.0
475,Star-00475,M Dwarf,358,78.102,71.911,0.19,G,2.924,5348.0,93.0,120.0
476,Star-00476,Main Sequence,259,219.468,88.784,0.186,G,11.582,5740.0,46.0,97.0
477,Star-00477,M Dwarf,162,293.75,58.411,0.0,G,4.929,5721.0,80.0,117.0
478,Star-00478,Main Sequence,137,77.982,-24.402,0.29,G,2.256,5424.0,34.0,100.0
479,Star-00479,Main Sequence,141,151.343,7.403,0.612,M,1.603,2976.0,6.0,105.0
480,Star-00480,Main Sequence,167,165.335,-28.359,1.027,M,94.409,2985.0,11.0,120.0
481,Star-00481,Main Sequence,286,238.358,4.016,1.033,M,9.381,3068.0,3.0,112.0
482,Star-00482,Main Sequence,220,25.12,-33.25,1.282,G,13.127,5567.0,71.0,115.0
483,Star-00483,Main Sequence,282,30.765,12.515,0.605,M,90.269,3300.0,9.0,97.0
484,Star-00484,Main Sequence,286,252.769,-69.401,1.181,G,9.589,5565.0,65.0,103.0
485,Star-00485,Main Sequence,316,130.555,-23.047,3.633,M,604.931,2637.0,55.0,108.0
486,Star-00486,Supergiant,205,190.383,-83.96,1.976,G,336.917,5632.0,75.0,100.0
487,Star-00487,Main Sequence,116,301.781,-26.885,0.382,K,2.253,4398.0,48.0,98.0
488,Star-00488,Main Sequence,125,286.363,-8.748,0.0,O,60.139,38311.0,75.0,103.0
489,Star-00489,White Dwarf,256,338.95,-68.949,6.099,K,791.175,4595.0,55.0,113.0
490,Star-00490,Giant,279,101.067,-18.96,0.0,F,4.472,6503.0,15.0,117.0
491,Star-00491,Main Sequence,384,276.517,11.852,0.039,K,24.005,4469.0,94.0,116.0
492,Star-00492,Giant,219,40.365,-0.493,5.271,G,784.909,5442.0,38.0,120.0
493,Star-00493,Main Sequence,67,321.972,67.867,1.096,F,235.376,6800.0,42.0,106.0
494,Star-00494,Giant,323,115.756,62.795,0.0,M,0.935,3444.0,32.0,104.0
495,Star-00495,M Dwarf,40,88.95,-88.52,1.659,F,138.779,6809.0,9.0,120.0
496,Star-00496,M Dwarf,42,67.008,-64.644,0.0,B,2.846,22899.0,69.0,102.0
497,Star-00497,Main Sequence,4,210.28,-37.188,1.16,G,58.057,5408.0,80.0,114.0
498,Star-00498,Main Sequence,364,45.144,38.976,0.371,G,33.864,5649.0,14.0,102.0
499,Star-00499,Main Sequence,65,15.575,-73.932,0.0,K,1.752,4412.0,17.0,105.0
500,Star-00500,Main Sequence,99,229.99,-58.913,0.04,F,1.464,6885.0,46.0,116.0
10003,Star-Dup,White Dwarf,45,55.213,13.224,7.8,M2,400.0,3200.0,32.0,108.0
10007,Vega,Main Sequence,12,279.234,38.781,0.03,A0,25.0,9600.0,28.0,104.0
10008,Sirius,Main Sequence,10,101.287,-16.716,1.2,A1,8.6,9940.0,19.0,95.0
