galaxy_id,galaxy_name,galaxy_type,distance_mly,redshift,mass_solar,diameter_ly,added_by,verified_by
346,Galaxy-346,Elliptical,365.383,66.2765,594058402617,30000,23.0,120.0
347,Galaxy-347,Spiral,37.901,10.1838,15053649873,151360,7.0,115.0
348,Galaxy-348,Irregular,802.331,147.9309,35968105038,15349,26.0,117.0
349,Galaxy-349,Spiral,51.273,6.9421,123563478453,56158,69.0,102.0
350,Galaxy-350,Spiral,6.325,0.0456,13324488153,134448,63.0,99.0
351,Galaxy-351,Spiral,671.926,120.8775,14314763694,95080,84.0,105.0
352,Galaxy-352,Elliptical,1.183,4.6369,214876772530,80180,51.0,114.0
353,Galaxy-353,Irregular,80.421,14.1426,30660033313,19141,51.0,117.0
354,Galaxy-354,Elliptical,103.342,19.905,143267520627,242002,22.0,104.0
355,Galaxy-355,Spiral,8.444,2.3874,92445340730,60598,8.0,106.0
356,Galaxy-356,Elliptical,225.395,37.7161,9371774700666,141919,4.0,116.0
357,Galaxy-357,Spiral,21.791,11.6023,121059768889,76497,35.0,110.0
358,Galaxy-358,Elliptical,313.295,56.7416,415585919488,212213,4.0,112.0
359,Galaxy-359,Irregular,61.843,10.0665,6343970235,7778,7.0,113.0
360,Galaxy-360,Spiral,1.488,0.0,35426571226,51535,52.0,113.0
361,Galaxy-361,Spiral,88.625,15.6247,194152590495,64148,40.0,107.0
362,Galaxy-362,Spiral,3.125,6.2268,249503865406,111698,78.0,110.0
363,Galaxy-363,Spiral,239.868,36.085,270534691774,98825,88.0,98.0
364,Galaxy-364,Spiral,525.497,93.0084,52971662441,48955,45.0,102.0
365,Galaxy-365,Spiral,1.313,1.5621,193909765822,108102,50.0,109.0
366,Galaxy-366,Elliptical,147.5,27.2659,1184440263450,206960,47.0,101.0
367,Galaxy-367,Irregular,43.358,5.9045,2788583082,14887,62.0,108.0
368,Galaxy-368,Elliptical,512.485,95.2088,1655873813752,133150,27.0,120.0
369,Galaxy-369,Spiral,14.052,1.3207,16530520835,77347,93.0,110.0
370,Galaxy-370,Spiral,24.78,0.0797,934152844893,114162,52.0,99.0
371,Galaxy-371,Elliptical,259.942,49.5396,5314634973927,125092,56.0,110.0
372,Galaxy-372,Spiral,3.788,4.2777,27028807897,104604,38.0,113.0
373,Galaxy-373,Spiral,2.695,4.1162,191611929269,62837,87.0,117.0
374,Galaxy-374,Elliptical,26.23,2.9252,3225032409170,159350,42.0,112.0
375,Galaxy-375,Spiral,960.738,172.8619,289239991408,72382,91.0,103.0
376,Galaxy-376,Elliptical,138.599,30.9888,684892401391,186223,48.0,108.0
377,Galaxy-377,Spiral,414.632,72.2646,13991144381,133261,71.0,117.0
378,Galaxy-378,Spiral,915.17,164.6025,17154886933,68695,50.0,114.0
379,Galaxy-379,Irregular,139.23,24.5636,1080753621,43444,87.0,112.0
380,Galaxy-380,Spiral,12.619,2.4305,651250833550,94084,59.0,97.0
381,Galaxy-381,Elliptical,12.0,9.4398,3113870727537,133407,78.0,103.0
382,Galaxy-382,Spiral,57.11,13.1247,196607915712,57553,88.0,113.0
383,Galaxy-383,Spiral,331.262,53.4283,24462627779,129351,54.0,98.0
384,Galaxy-384,Elliptical,71.368,13.1295,145311313279,178755,92.0,119.0
385,Galaxy-385,Elliptical,19.108,7.0678,1612062235930,183467,13.0,111.0
386,Galaxy-386,Elliptical,238.63,40.0693,2141035436034,137913,78.0,112.0
387,Galaxy-387,Spiral,471.416,86.8342,40518907080,103521,34.0,110.0
388,Galaxy-388,Elliptical,4.026,0.4318,168463962666,142452,61.0,97.0
389,Galaxy-389,Irregular,3.839,1.5007,2878062886,32829,54.0,118.0
390,Galaxy-390,Elliptical,16.32,6.8724,142118691290,245623,26.0,105.0
391,Galaxy-391,Elliptical,19.076,2.1875,404327744997,193925,12.0,105.0
392,Galaxy-392,Spiral,479.038,87.1939,942423434710,97148,53.0,106.0
393,Galaxy-393,Spiral,16.831,2.4117,270826289748,104615,25.0,114.0
394,Galaxy-394,Spiral,66.385,11.2834,833109658233,80215,20.0,105.0
395,Galaxy-395,Spiral,18.321,3.2587,41919194264,110373,16.0,112.0
396,Galaxy-396,Elliptical,4.328,0.3354,500975504727,298921,72.0,115.0
397,Galaxy-397,Spiral,21.241,6.5112,15989625510,88818,85.0,103.0
398,Galaxy-398,Spiral,5.652,3.9637,319037375273,81716,32.0,105.0
399,Galaxy-399,Spiral,384.906,73.8606,18617304872,48467,73.0,119.0
400,Galaxy-400,Spiral,77.844,15.167,10597513535,86083,28.0,117.0
1501,Milky Way,Spiral,0.0,0,1500,105700,45.0,90.0
1503,Andromdea,Spiral,2.5,0.001,1322,220000,32.0,81.0
406,Galaxy-406,Elliptical,75.0,7.5,0,500000,79.0,113.0
